id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,direccion_ip_origen,geolocalizacion,IS_FRAUD
ced9ec88-c8f,empresa,22,DE,Baviera,2381,3130.13,975.71,6.49,0,10b42406-622,suspendida,2256.23,1807.4,4629.33,9078.12,3,0,8550ecb4-439,activa,2022-08-03,1393,2000,1,sdv-id-uBcopK,2025-12-09 14:09:15,1,0,0,0,92.83,3DS,1,266dbf25-9c0e-41,86.67.99.116,"41.3874,2.1686",0
40d868e9-6f8,premium,61,ES,Norte,3012,1322.06,232.1,1.88,0,e9b92c71-381,activa,817.91,638.03,24881.24,6253.78,3,1,728cee75-660,activa,2021-07-25,1765,5000,0,sdv-id-DwIDHO,2026-02-20 08:43:45,0,0,22906,5,199.58,3DS,2,7910236e-6765-4f,86.84.8.155,"39.4699,-0.3763",0
d5a7956c-e1e,empresa,43,ES,Île-de-France,723,312.19,1231.85,9.59,0,c4b8b35c-38c,activa,384.98,454.79,3351.97,25434.51,1,4,2be6b99c-47d,activa,2022-07-01,1444,500,0,sdv-id-ZAsDVv,2025-11-27 08:46:10,0,0,2064835,5,364.43,PIN,2,9c671556-57f3-40,86.60.46.177,"39.4699,-0.3763",0
81bb3fbe-a1b,persona,55,FR,Bretaña,2842,177.46,743.04,1.43,0,3b5a69cf-ac9,activa,168.09,256.57,9815.6,22569.7,9,1,b9437af7-352,activa,2024-05-16,747,500,0,sdv-id-EelFWz,2026-05-12 01:56:17,0,0,85787,0,903.38,huella,1,730d0cda-c862-4b,87.131.154.132,"41.3874,2.1686",0
b4bdd4a7-077,empresa,73,ES,Algarve,2322,199.3,563.65,1.17,0,a5558eec-8ed,activa,64.36,41.2,36.58,17507.88,2,1,dfba320d-913,activa,2022-11-21,1289,2000,1,sdv-id-ElnoLf,2026-01-06 14:45:58,0,0,65883,2,49.05,PIN,1,dd73cc4d-ab76-4c,86.248.104.104,"45.7640,4.8357",0
78a1f8d3-e2a,empresa,69,DE,Berlín,1230,1462.07,177.68,2.59,0,582dccf6-8b1,activa,89.49,190.91,4790.12,4395.17,7,1,de66e5d7-6be,activa,2023-03-11,1189,2000,1,sdv-id-adBxst,2026-03-06 11:56:46,0,0,137886,0,0.62,3DS,1,b5315587-c150-40,86.172.202.32,"52.5200,13.4050",0
0fe754c6-59b,empresa,34,ES,Este,302,188.51,500.59,2.89,0,88e32ce1-756,activa,552.82,352.16,2085.73,9467.32,1,4,484f6134-7e2,activa,2024-09-02,635,1000,0,sdv-id-vVNdTV,2025-12-01 09:23:42,0,0,891067,1,174.35,3DS,1,0529c9a5-10a5-4d,95.113.20.181,"48.1351,11.5820",0
df8026c4-e31,persona,33,FR,Lombardía,3307,340.03,493.34,3.66,0,61cb8062-fe8,activa,119.06,131.92,1759.34,52939.81,7,2,89956649-376,activa,2025-06-19,342,2000,1,sdv-id-AomEcl,2026-02-17 16:17:39,0,1,4958683,0,469.3,contactless,1,af1e97d1-3382-48,86.22.185.87,"39.4699,-0.3763",0
df038f62-a76,empresa,64,ES,Hesse,730,814.98,63.58,3.18,0,0000e1af-5d7,activa,310.83,320.46,10004.72,70.45,6,0,8bec7ff1-83b,activa,2022-09-18,1354,1000,0,sdv-id-mXIxnK,2025-12-10 20:46:04,0,0,156416,1,270.59,PIN,1,dc4b5db4-03ab-44,90.156.190.197,"40.4168,-3.7038",0
ff2fd0c1-529,autónomo,60,ES,Baviera,466,2824.36,89.91,1.78,1,0c0617aa-ecc,activa,4654.26,3557.04,14826.45,19610.41,5,2,abd6ba1a-eb0,activa,2024-02-22,854,3000,0,sdv-id-jLUIHq,2025-12-09 19:34:00,1,0,0,2,23.78,3DS,2,41cabb70-d653-46,86.254.73.151,"41.1579,-8.6291",0
e25900f1-a35,persona,31,ES,Norte,3286,32.68,74.51,0.78,0,da5d328b-761,activa,2026.7,3293.14,4347.58,30683.73,1,3,13640c34-6ac,activa,2024-09-12,589,2000,0,sdv-id-sustjJ,2026-02-09 13:26:49,0,0,427064,1,0.59,contactless,2,c087a510-d7bb-45,90.184.22.91,"41.3874,2.1686",0
b981b4e2-7a1,persona,25,PT,Provence,1261,2225.83,1566.14,4.64,0,95bdfb05-688,activa,244.01,151.8,9646.03,895.37,3,2,852e62fb-4b9,robada,2025-09-19,262,5000,1,sdv-id-FXhehD,2026-03-06 06:05:22,0,1,3473902,1,1.12,3DS,2,b3ff0472-14f5-4c,86.102.50.134,"39.4699,-0.3763",0
659e8c21-0f0,persona,53,FR,Oeste,14,209.08,847.86,2.75,0,2413ad73-f84,activa,93.55,90.11,1726.55,1627.75,4,0,5cf93141-554,activa,2023-01-14,1245,2000,0,sdv-id-Bsiaup,2026-03-11 16:02:46,0,0,1761341,1,73.74,firma,2,823d394c-41a0-49,90.118.69.193,"41.3874,2.1686",1
2761b323-2c8,autónomo,76,PT,Provence,2138,443.08,811.13,1.71,0,afa0e789-5c5,activa,5704.43,6465.93,712.73,66211.99,2,1,3bb86cf7-6f4,activa,2025-10-10,219,1000,0,sdv-id-tfnGQm,2026-02-25 08:04:58,0,1,972268,4,895.11,3DS,2,03defc61-492b-46,85.57.138.128,"40.4168,-3.7038",0
bea59043-3dd,premium,77,ES,Norte,3564,605.71,91.22,7.37,0,473b93d9-cc0,activa,157.2,191.08,852.97,1750.11,4,2,41bcb55a-047,caducada,2024-11-04,571,1000,0,sdv-id-IReUcc,2025-11-21 08:43:00,0,0,40,0,10.01,huella,2,58d42751-476f-4d,87.51.140.48,"41.3874,2.1686",0
ba1dac67-d01,persona,78,ES,Lazio,3301,78.72,106.23,1.9,1,28a6ec11-35a,activa,1038.07,685.21,42882.05,17892.42,7,2,480541e5-831,activa,2021-05-31,1815,2000,1,sdv-id-jRhTMu,2025-12-29 05:35:07,1,1,7777442,1,0.61,firma,1,9698f89a-4346-43,86.134.129.213,"53.5511,9.9937",0
723fd9de-8ce,premium,35,FR,Hesse,1860,766.01,77.19,2.27,0,31db6bef-639,activa,73.86,79.21,23838.2,17778.2,1,0,cd3254c6-0c3,activa,2026-03-14,61,500,0,sdv-id-dwGyZm,2026-05-01 17:22:22,0,0,2353337,3,953.4,PIN,3,3d1f3ab1-9455-45,86.217.188.189,"53.5511,9.9937",0
5077e3d7-9e7,autónomo,44,ES,Campania,1699,849.57,102.88,2.96,0,b2e1cc85-a70,activa,690.27,715.18,5937.96,16427.29,0,2,e1eea0d8-5b2,activa,2021-10-13,1682,2000,0,sdv-id-PtVvqj,2026-02-22 10:39:16,0,0,1768912,0,167.57,3DS,2,fec8c810-5b90-42,95.185.123.233,"48.8566,2.3522",0
b4f31c7f-9f2,persona,38,PT,Oeste,33,769.7,117.68,5.19,0,0ad49338-3af,activa,4622.45,6093.12,3528.31,11.9,2,1,8229db7c-4ac,activa,2024-09-20,620,2000,0,sdv-id-HudYjY,2026-01-15 00:34:34,0,0,2269798,0,270.28,contactless,2,320fda03-ea55-4f,95.181.19.191,"37.3891,-5.9845",1
bbd28ffb-846,premium,60,FR,Oeste,2319,225.82,1059.37,3.72,1,89472abe-822,activa,522.57,441.32,9633.37,3850.19,2,2,6866dcbc-abe,bloqueada,2023-12-25,880,2000,0,sdv-id-BgVLKQ,2025-12-23 05:27:17,0,1,483,1,89.83,contactless,2,f86ab864-8aba-45,86.7.100.206,"45.7640,4.8357",0
a505c778-013,premium,27,DE,Oeste,1776,205.91,399.2,4.8,0,c7593e53-520,activa,616.21,766.04,1473.92,3166.99,9,3,35d19547-1fa,activa,2025-03-16,446,3000,0,sdv-id-ovMBsO,2026-04-25 15:58:56,0,0,724537,0,39.86,PIN,2,6136c1d8-36d0-43,90.215.73.76,"38.7223,-9.1393",0
45dc799c-588,persona,46,PT,Sur,1617,235.9,93.6,1.7,0,60d28bcc-5df,activa,154.08,234.44,8908.09,18841.3,2,3,d42cce72-7c9,activa,2026-05-01,20,2000,1,sdv-id-XsztzS,2026-02-01 04:27:16,1,0,503,1,148.97,contactless,2,4548c9d9-f8b0-45,86.244.194.90,"48.1351,11.5820",0
e3f78d8a-54c,autónomo,45,ES,Norte,1272,248.61,597.77,7.25,0,5d383031-5a6,activa,5434.95,6317.0,35209.38,11103.61,10,1,cbf58e71-e19,activa,2022-06-14,1474,2000,1,sdv-id-HNKfFI,2026-01-03 15:29:05,0,1,726482,5,618.94,contactless,2,964d4579-a77d-46,87.28.244.86,"39.4699,-0.3763",0
82260362-3d6,persona,55,ES,Oeste,3319,166.28,433.86,2.64,0,e63cbf19-a3d,activa,46.17,53.82,5555.63,2394.55,0,0,82c90042-bc9,caducada,2024-04-07,806,500,0,sdv-id-ilyskX,2026-03-08 20:28:19,1,0,18226,2,106.57,3DS,3,4928ad14-3c58-46,95.72.156.217,"40.4168,-3.7038",0
43c27726-71e,persona,19,ES,Centro,2372,328.51,1741.73,1.58,0,19df2836-fa0,activa,1629.53,1841.67,1572.2,3810.17,1,2,5d865a24-17b,robada,2022-05-08,1496,500,0,sdv-id-UItTQe,2025-11-24 17:19:22,0,0,788,1,43.71,PIN,2,e2419741-eba6-43,86.154.214.155,"43.2965,5.3698",0
3854732d-24b,persona,31,FR,Toscana,1961,242.67,1141.22,7.02,0,d1b6562e-b08,activa,1273.12,1603.95,3673.42,7514.49,1,1,184a55f7-b3e,activa,2023-06-18,1043,2000,0,sdv-id-acmhkd,2026-03-20 03:34:30,1,0,11394,3,437.24,firma,1,689977ef-7208-4f,95.212.98.13,"39.4699,-0.3763",0
11ae8584-167,persona,24,ES,Hesse,1840,1517.51,154.26,0.52,0,c19a51a1-4f8,activa,5651.04,5792.25,22292.99,798.07,1,3,38721970-c4f,activa,2023-04-30,1163,5000,0,sdv-id-MFJmQD,2026-04-11 07:23:40,1,0,7963298,0,1367.4,firma,2,7765ec5e-6860-4f,86.196.241.212,"43.2965,5.3698",0
35a3cd94-2fa,empresa,57,ES,Normandía,1654,24.14,327.82,7.27,3,fa4f5d83-6ed,activa,2594.57,2778.09,72.33,1359.27,1,1,006179a1-21a,activa,2024-06-12,722,2000,0,sdv-id-ugRIRT,2026-01-05 09:16:12,0,0,676763,2,14.48,3DS,1,9ec42c49-3a19-4b,87.61.226.137,"41.3874,2.1686",0
44894dd2-b13,persona,31,ES,Bretaña,2148,538.69,605.22,7.72,0,907f9195-d69,activa,6959.57,4846.49,21669.94,239.03,5,0,c3c7dc45-494,activa,2026-04-12,36,1000,0,sdv-id-QeJfFa,2026-01-28 17:55:46,0,0,3284753,0,1397.55,3DS,2,e1064068-a455-41,86.237.231.97,"40.4168,-3.7038",0
ecd85578-42f,persona,37,FR,Norte,250,257.85,849.46,5.25,1,f16b0948-b2f,activa,2399.11,2889.4,1941.06,83.9,0,1,ac1fb224-689,activa,2025-09-13,254,500,0,sdv-id-YfIEYA,2026-02-10 10:16:35,0,0,1742877,0,987.41,3DS,1,f01e7a9f-2d6d-43,86.20.209.247,"37.3891,-5.9845",1
4d3b993f-fe4,persona,28,ES,Este,609,433.86,75.93,1.31,0,2720ec28-396,activa,8035.36,9085.49,13974.79,170.37,5,1,3b5cf5be-77c,activa,2021-10-26,1680,1000,0,sdv-id-ugWbRz,2026-03-15 07:42:15,1,0,534425,0,31.59,PIN,1,68d275ea-314a-4a,95.232.20.86,"40.4168,-3.7038",1
469ac268-dd6,persona,43,ES,Este,150,2525.29,647.28,2.58,1,d6d8ddf5-907,activa,257.37,215.21,191.38,4575.24,5,3,dac4ade8-ba4,activa,2022-07-19,1414,1000,1,sdv-id-JtYvUa,2025-12-02 02:08:33,0,0,74020,0,487.82,huella,0,60aeb961-13b4-4d,90.96.132.28,"48.8566,2.3522",0
a7401783-3d7,premium,60,ES,Île-de-France,1332,137.74,254.7,1.07,0,23be8bb7-366,bloqueada,1375.88,753.62,513.09,40147.2,3,2,51ab5a96-e25,activa,2024-03-06,794,3000,0,sdv-id-gpjEJN,2026-05-02 19:36:46,0,0,93291,1,13.79,PIN,3,3749bab6-b15b-4a,90.202.177.173,"48.8566,2.3522",0
ebaa562d-b7a,empresa,51,PT,Centro,1941,1771.53,1840.46,4.98,2,27676ba6-049,activa,1661.31,2403.23,66134.18,22075.14,6,2,1eca9a28-b6c,activa,2026-01-08,146,2000,1,sdv-id-tmKSPH,2026-02-15 10:16:12,0,0,168497,5,1.61,firma,2,ae7aec17-18bf-4d,90.28.83.48,"40.4168,-3.7038",0
7b11695c-ac6,persona,61,ES,Berlín,3574,2350.79,472.52,3.2,1,38bca7eb-610,activa,148.04,124.32,67.27,9890.99,8,0,4ef1b769-0a6,activa,2021-09-03,1716,500,0,sdv-id-gHAZhC,2026-04-26 18:48:55,0,0,7981417,1,113.34,3DS,1,0222e433-e7b8-4f,86.132.75.45,"53.5511,9.9937",0
388c534c-953,empresa,74,ES,Lombardía,3318,278.1,541.82,13.51,2,aeac1132-8a7,activa,9.09,13.87,9356.96,23390.54,3,3,95156742-f17,activa,2025-11-09,203,500,0,sdv-id-rtMPjv,2026-01-11 19:46:29,0,0,274739,0,177.79,3DS,3,b0bfe97b-f59a-4f,87.194.151.210,"40.4168,-3.7038",0
e9d62b11-a96,persona,34,ES,Normandía,3605,301.58,318.63,5.84,0,29694058-e79,suspendida,6.24,8.06,4486.1,593.91,3,1,57b88461-6c7,activa,2022-05-03,1510,3000,0,sdv-id-xNfGUj,2026-04-07 07:10:16,0,1,4007893,2,15.19,PIN,2,9a134dbb-82e8-4b,86.144.228.60,"38.7223,-9.1393",0
f47b79dc-af2,persona,74,FR,Bretaña,3152,858.59,38.71,1.69,0,4b9c7fd1-c23,activa,90.15,98.97,3028.93,774.68,3,3,4007565b-d50,bloqueada,2026-04-22,28,500,1,sdv-id-SPHaQP,2026-05-09 05:29:38,1,1,7591216,6,754.53,3DS,1,e5255d5b-d3b2-40,87.194.25.112,"45.7640,4.8357",0
b8512651-aff,empresa,60,FR,Toscana,2979,1080.78,559.41,1.08,1,112823da-7eb,activa,7.4,7.34,11083.08,3574.97,2,3,5df4f841-0b5,activa,2023-09-26,972,2000,0,sdv-id-NjaNXl,2025-11-27 06:28:59,1,0,1,0,119.61,3DS,3,32f995b9-0311-42,86.113.206.34,"43.2965,5.3698",0
cef6e090-aa1,empresa,69,FR,Campania,2751,879.84,890.72,0.67,0,a4ab9617-9db,activa,2192.74,2721.35,24397.68,194.37,2,1,4c81d711-247,activa,2025-03-13,464,2000,0,sdv-id-fIfaUo,2025-12-08 20:00:43,1,0,64,0,14.85,PIN,2,7907cffc-8da8-4b,90.76.93.134,"37.3891,-5.9845",1
dfd27f8b-ef6,persona,36,ES,Lombardía,120,37.8,880.12,1.21,0,f0827e5f-ef6,bloqueada,605.22,566.3,42918.13,14.52,7,3,35936c6c-24a,activa,2022-01-13,1617,2000,0,sdv-id-peCJuT,2025-11-25 17:32:50,0,0,3541975,0,73.6,PIN,2,ec095cf9-719f-4b,86.96.125.209,"40.4168,-3.7038",1
07b90c1b-c49,autónomo,34,FR,Este,1849,4613.39,555.18,3.04,0,e8036492-965,activa,6332.35,6815.22,58.02,14839.75,1,1,4eaef612-ba5,activa,2022-04-16,1502,1000,1,sdv-id-DUDntR,2026-04-29 17:39:33,0,1,2392,1,1293.95,firma,2,a73c4a85-911e-48,86.247.50.43,"41.3874,2.1686",0
d1db51e0-6d6,persona,69,IT,Hamburgo,247,420.73,135.2,1.19,0,263e8d6d-70f,activa,16332.11,17760.97,11902.77,4469.04,1,3,65b54306-2b0,extraviada,2025-07-22,308,2000,0,sdv-id-yvVSSL,2025-12-08 12:22:09,0,0,2919067,3,507.6,3DS,3,eb889874-e376-40,86.74.171.113,"41.9028,12.4964",0
5e21b4c3-40e,autónomo,23,ES,Este,544,468.73,80.24,2.14,1,e96aac07-dcb,activa,734.97,446.79,746.97,22366.46,2,0,6e417ac9-d37,activa,2022-01-14,1591,500,0,sdv-id-OMfwde,2026-04-14 05:36:54,0,0,3531,4,328.3,3DS,1,6e7c67d6-cc4d-4a,86.156.214.247,"45.7640,4.8357",0
dfe319f1-878,persona,35,DE,Lisboa,1947,237.35,286.95,7.49,0,961d3535-eb4,activa,7788.91,6774.23,5517.19,5338.21,1,0,26149807-8ad,activa,2024-09-07,686,3000,0,sdv-id-LUiHey,2026-02-09 02:58:53,0,1,46515,0,407.18,PIN,2,3e4fb277-54fe-46,86.218.201.216,"40.4168,-3.7038",0
4340c275-201,premium,23,ES,Lombardía,451,74.84,325.11,1.1,1,a0a3117f-158,activa,2905.26,3065.1,6753.16,10175.07,4,2,07d406b0-665,activa,2023-07-07,1061,1000,0,sdv-id-InUzKD,2026-05-03 07:15:50,0,0,3533436,0,240.48,PIN,0,1b5db842-cc9e-44,86.137.151.31,"41.3874,2.1686",0
e86dbf8c-bf9,persona,63,ES,Oeste,2092,299.12,164.98,4.54,1,d4942751-6a1,activa,1585.63,1010.81,3264.14,437.73,3,1,2a9ec452-bba,robada,2022-05-17,1483,1000,1,sdv-id-KxiMyG,2026-01-04 07:28:18,0,1,488,6,676.27,firma,2,b29c1621-5c56-45,86.103.38.17,"40.8518,14.2681",0
c5061358-ad3,autónomo,77,FR,Bretaña,3036,39.04,240.16,0.64,0,c4f96674-c5f,activa,35.98,23.03,2213.42,2757.69,0,2,367f7103-03b,activa,2022-07-12,1449,1000,0,sdv-id-YcOSCz,2026-05-18 08:57:38,0,1,1205488,0,353.37,3DS,2,08ff4f1a-78a3-46,90.146.251.15,"40.4168,-3.7038",1
ede4f15a-98d,persona,49,ES,Este,964,1061.24,909.11,2.14,0,5b3d99ab-439,activa,254.85,218.63,4817.71,5015.1,4,2,a0edacfd-fcb,activa,2023-06-16,1069,2000,0,sdv-id-rFaCVr,2026-04-27 01:19:26,0,1,439751,0,129.58,firma,3,8307d29a-b4e4-41,85.75.153.252,"39.4699,-0.3763",0
3da982ce-28a,autónomo,78,FR,Normandía,1270,124.17,783.57,3.25,3,a5733153-6d8,activa,1366.75,1201.64,1202.08,10884.17,6,1,e4e263d2-2c0,activa,2025-12-28,143,500,0,sdv-id-fgRWvO,2025-11-22 16:04:24,0,0,597,4,898.59,firma,2,0edc4dae-f3c4-43,95.136.140.50,"37.3891,-5.9845",0
62a181a1-bd1,persona,55,ES,Este,1681,897.34,24.34,0.65,1,69db065b-9f0,activa,1253.5,1491.23,20319.6,5379.84,3,2,c039a20a-b46,activa,2026-04-04,45,2000,0,sdv-id-EwOaZb,2025-11-26 11:01:51,0,1,1081709,3,398.95,firma,2,d82bfcdb-369d-4a,95.47.205.135,"45.4642,9.1900",0
331e454a-812,persona,81,ES,Bretaña,2615,937.89,1241.68,3.98,0,82c9074c-da2,activa,10298.36,10531.75,1284.84,1435.16,1,2,facde965-1f1,extraviada,2022-01-01,1608,1000,0,sdv-id-StbkXt,2026-02-24 04:51:03,0,0,436136,7,473.95,3DS,2,fea1cd9e-f975-46,90.209.115.196,"41.3874,2.1686",1
ad85e5f7-149,premium,26,PT,Oeste,1738,201.0,372.46,2.85,0,41fd5d94-4c3,activa,326.34,179.93,1128.9,2406.09,0,2,8a8d6eb5-9de,activa,2024-01-12,870,3000,0,sdv-id-iXTdAo,2026-02-06 13:44:24,0,0,2151473,1,894.05,PIN,3,959996ad-342d-45,87.178.165.150,"48.1351,11.5820",0
6c40b4d7-fca,persona,43,ES,Berlín,2934,292.79,42.18,1.45,1,b4ec85b5-b9d,activa,813.01,966.77,1109.3,193.24,1,1,1eb5d70b-d46,activa,2021-07-16,1779,3000,0,sdv-id-YATSDN,2026-02-27 19:23:34,0,1,207540,6,1547.45,3DS,2,cb0889ca-9373-4b,86.251.11.205,"40.4168,-3.7038",0
a8756acd-c20,autónomo,29,ES,Bretaña,855,33.19,86.53,1.87,0,3bef668e-7c6,activa,4935.03,7652.97,11730.64,6405.63,1,1,dff24bab-800,activa,2026-04-05,45,2000,0,sdv-id-pgHFOa,2026-04-21 22:24:28,0,1,11609334,0,2007.84,PIN,2,42293c3f-d9a7-47,87.159.187.20,"40.4168,-3.7038",0
aa628596-6d7,autónomo,23,IT,Campania,500,4691.1,47.31,4.74,0,5b56d578-4d8,activa,2293.1,2180.86,6738.49,8971.97,5,3,333365b5-331,activa,2022-06-08,1438,3000,0,sdv-id-jLroEs,2026-02-15 11:15:09,0,0,269574,1,5.78,firma,2,1b408e02-9350-45,86.103.49.31,"40.4168,-3.7038",0
6328d1a1-891,persona,57,ES,Île-de-France,3561,302.18,302.83,2.5,1,9df37bc4-42e,activa,1067.3,1168.97,4576.64,263.83,5,3,fc423a1f-f39,activa,2021-06-07,1811,1000,1,sdv-id-YzkLCN,2026-01-05 15:10:14,0,0,108499,2,2098.78,PIN,2,5519e000-539f-49,86.217.143.210,"41.9028,12.4964",0
34202a64-499,persona,37,ES,Lombardía,2697,44.82,1650.09,7.99,0,a527cd26-4a3,activa,8051.93,9091.2,22001.51,67.7,2,2,c520923e-de7,activa,2024-07-08,719,1000,0,sdv-id-kgAFiG,2026-01-04 20:30:40,1,0,4,11,290.37,3DS,2,85f9213e-4f91-4b,86.244.146.11,"41.3874,2.1686",0
2f936023-306,persona,30,ES,Campania,517,1324.61,27.17,8.25,0,73e2faad-843,bloqueada,98.22,216.92,7070.37,26624.52,5,0,462bd838-8ef,activa,2024-11-22,585,1000,1,sdv-id-ORATER,2025-11-23 16:50:57,0,0,982,1,107.17,firma,2,f7510722-d801-46,86.0.198.70,"39.4699,-0.3763",0
16b3db34-617,persona,35,ES,Oeste,1664,507.42,280.7,5.0,0,3bef668e-7c6,activa,4092.83,4351.73,1886.42,12770.7,2,0,65ae6f08-797,activa,2025-10-01,240,2000,1,sdv-id-kBxaCy,2025-12-26 18:29:16,1,0,38696,2,67.87,PIN,2,69f1517f-afdb-4e,86.252.213.14,"41.3874,2.1686",0
cc04fffe-56a,persona,82,ES,Sur,2432,1616.39,246.25,2.94,0,75b9e107-b4d,activa,2319.31,2097.09,6649.51,2976.61,1,1,059149eb-35a,activa,2023-07-03,1062,500,0,sdv-id-ORJbBE,2026-04-04 16:02:22,0,1,13280016,4,496.78,3DS,3,f08b0b56-6aba-48,86.2.92.115,"40.4168,-3.7038",0
5dbe7e3a-703,premium,20,IT,Hesse,917,564.56,670.28,3.57,0,7ce282ad-864,activa,1089.02,965.38,25645.81,1995.24,2,4,cf060bd9-71d,activa,2025-01-13,489,500,0,sdv-id-FBxvPL,2026-02-27 23:53:33,1,0,129089,0,485.47,PIN,2,8651e4db-bc24-4a,86.199.54.58,"39.4699,-0.3763",0
1bdc13aa-47a,persona,47,ES,Norte,1494,262.39,197.57,3.32,0,2062ade5-933,cerrada,2914.41,2901.0,925.62,1679.31,4,1,bbba7dfe-9ca,bloqueada,2026-02-02,104,1000,0,sdv-id-GMKCFt,2026-01-30 16:40:21,0,0,42101,10,90.79,PIN,3,fe712ef8-3649-40,86.236.56.2,"39.4699,-0.3763",0
c2345c5a-ebc,premium,73,DE,Este,591,4776.0,1083.44,3.22,0,c57186d2-208,activa,3850.16,3845.1,2694.47,21860.78,5,5,0c9ad47f-9d0,caducada,2024-06-28,696,2000,0,sdv-id-VLrmRy,2026-02-06 22:15:36,0,0,120029,3,192.11,3DS,3,c25edc85-4726-4e,86.130.142.16,"40.4168,-3.7038",0
cb9ede99-f76,empresa,20,ES,Lombardía,823,430.59,376.8,7.93,0,d10a385c-bf5,activa,4324.2,5071.05,961.67,1332.43,4,2,4ef1b769-0a6,caducada,2024-08-02,644,2000,1,sdv-id-TAhbJy,2025-12-05 12:25:35,0,0,5,2,168.76,PIN,1,06f256b0-5da9-48,87.132.207.229,"41.3874,2.1686",0
c65bb9c1-a71,persona,55,ES,Normandía,1318,1764.5,2635.35,2.16,0,7255b973-d21,bloqueada,9191.7,10084.98,2295.1,30572.18,1,1,f7ff0619-7f2,activa,2024-10-23,584,1000,0,sdv-id-JhfqLQ,2026-03-28 22:58:56,0,1,503863,7,42.21,3DS,2,82304abb-6254-4d,86.233.209.122,"40.4168,-3.7038",0
658b3c57-e3f,persona,41,ES,Norte,2871,1127.01,895.66,0.63,0,aba418d9-df5,activa,1808.45,2475.24,2977.44,16.78,1,2,05004f06-b9f,activa,2024-05-07,765,1000,0,sdv-id-iywgVL,2025-12-30 02:06:33,0,0,4461,1,269.78,PIN,1,ae720a8b-76b9-4a,86.219.175.19,"40.4168,-3.7038",0
4b9e4a8c-9cb,persona,50,FR,Algarve,3180,1247.67,577.58,0.86,0,0a992201-12c,activa,1694.1,1229.3,7550.43,1169.59,3,2,4e4b3cd4-e12,activa,2023-06-27,1059,500,0,sdv-id-surZkF,2026-01-01 13:55:46,1,0,10367696,0,112.87,firma,1,3cac6a5f-4388-41,95.187.233.109,"41.3874,2.1686",0
9256cd50-098,autónomo,67,ES,Algarve,1166,589.33,42.46,2.74,0,cd59a558-0f1,activa,213.11,161.13,5498.62,1601.18,1,2,356bf568-c4d,activa,2024-10-13,595,500,1,sdv-id-RkrYnf,2026-05-01 02:23:17,0,1,1871858,2,156.33,PIN,3,a361f440-f4bc-40,90.19.227.121,"45.4642,9.1900",0
d9eb73e2-243,empresa,41,FR,Centro,2032,398.0,589.91,1.6,1,d05f3625-f3a,suspendida,1580.75,1296.62,2740.66,13743.45,1,2,0e5048af-873,activa,2022-08-13,1393,2000,1,sdv-id-EUGCBv,2026-03-07 17:34:00,0,0,164411,3,928.77,huella,0,11863a2b-f18d-4b,87.245.42.188,"43.2965,5.3698",0
9c6ddfb2-f3f,empresa,49,ES,Este,2409,840.56,136.49,2.71,3,a48e0d46-fb7,cerrada,10991.3,15611.69,29.23,11037.37,1,2,b4b2b40b-171,activa,2022-12-30,1214,1000,1,sdv-id-aKWRKv,2026-05-11 09:22:08,0,1,1608229,2,220.98,3DS,1,ebc78360-9c5d-42,86.77.3.43,"39.4699,-0.3763",0
e28e14fc-b7e,autónomo,82,FR,Este,984,1817.01,364.96,0.79,0,7a489a1c-a6a,activa,83.48,153.6,9984.98,1929.65,0,2,48935928-bcc,robada,2022-02-20,1563,500,1,sdv-id-EHrEZC,2026-02-17 08:24:17,1,0,26954,4,1179.09,3DS,1,4813ac38-e428-4b,90.135.106.72,"40.4168,-3.7038",0
b0bdc83f-e01,persona,38,ES,Normandía,2767,294.57,490.8,3.44,0,b3155253-a18,activa,7.9,7.96,78657.31,3485.05,4,4,1e7040c9-775,activa,2023-11-03,956,2000,0,sdv-id-AqsmVy,2026-03-02 11:22:00,1,0,2900103,1,134.26,3DS,3,b88eb549-2d26-48,86.95.23.2,"43.2965,5.3698",0
1afc792e-5d0,autónomo,21,ES,Hamburgo,3156,38.65,1204.06,0.65,0,dc96a163-6b6,activa,6450.02,7114.68,3312.62,23370.43,1,3,c53aa7ea-6b4,activa,2024-04-12,801,2000,0,sdv-id-FItrFj,2026-04-27 11:50:41,0,0,5119503,0,245.63,PIN,2,63ca6c34-007b-4d,86.95.228.139,"52.5200,13.4050",0
d1c4655c-41d,persona,49,ES,Lazio,397,1099.58,897.77,1.94,0,1d7b2b0e-1ab,activa,21.78,15.0,1424.08,1807.37,1,1,1403e260-a00,activa,2022-05-30,1463,2000,1,sdv-id-bWwczC,2026-02-07 13:37:42,1,0,528732,2,1207.46,contactless,3,a3db3195-e2b6-45,86.186.247.183,"43.2965,5.3698",0
